courseno,title_long_en,degree_level,pre_en,year_end,open_status
011799,Master’s Thesis,G,The proposal was approved or there is a registration on the condition that a proposal has been submitted,2599,1
100589,Practicum in Teaching Profession 1,U,fifth year standing and having passed all required courses of each program or consent of the department,2599,1
361792,Seminar 2,G,"Approved proposal or concurrent to thesis proposal, and has passed or concurrent to 361791 registration",2599,1
100589,Practicum in Teaching Profession 1,U,FIFTH YEAR STANDING AND PASSED ALL THE REQUIRED COURSES OF EACH PROGRAM OR CONSENT OF THE INSTRUCTOR,2560,0
321331,Physiology for Associated Medical Science Students,U,Second year standing for Physical Therapy Students; or Third year standing for Occupational Therapy,2556,0
001381,Reading Media in English,U,001201; and 001202 or 001222 or 001223 or 001224 or 001225 or 001226 or 001227 or 001228 or 001229,2599,1
202185,Basic Biology for the Health Sciences 2,U,202184; Enrollment is permitted only for students from the Faculty of Associated Medical Sciences.,2599,1
206467,Neural Networks,U,"fourth year standing in Mathematics, Computer Science or Engineering; or consent of the department",2561,0
202109,Basic Biology 2,U,202108; Enrollment is permitted only for students from the Faculties of Agriculture and Pharmacy,2599,1
202109,Basic Biology 2,U,202108; Enrollment is permitted only for students from the Faculties of Agriculture and Pharmacy,2555,0
401971,Seminar in Periodontal Literature 1,G,401871 Classical Literature in Periodontics 1 and 401872 Classical Literature in Periodontics 2,2599,1
203351,Glass Blowing,U,203104 or 203111 or 203116 or 203151 or 203154 or 203162 or 203171 or consent of the department,2599,1
126400,Seminar and Research Paper in International Relations,U,FOURTH YEAR STANDING OR LAST SEMESTER POLITICAL SCIENCES STUDENT MAJORING INTERNATIONAL AFFAIRS,2560,0
303799,Master’s Thesis,G,Thesis proposal has been approved or during thesis proposal has been submitted for approving,2599,1
324799,Master’s Thesis,G,Thesis proposal has been approved or during thesis proposal has been submitted for approving,2599,1
208798,Independent Study,G,Approved proposal or register along with proposal for approval for independent study topics,2599,1
215208,Introductory Microbiology Laboratory,U,202111 AND CONCURRENT TO 215207 AND ENROLLMENTS ARE NOT PERMITTED FOR MAJOR IN MICROBIOLOGY,2599,1
253303,Environmental and Safety Management in Industry,U,Third year standing for science-based students (for non-environmental engineering students),2599,1
430799,Master’s Thesis,G,Approved thesis proposal or registration concurrently with submission of thesis proposal,2599,1
365421,Principles of Watershed Management,U,361210 or 361211 or 361212 or 154104; or 363210 and 400211; or consent of the department,2599,1
952798,Independent Study,G,Approved thesis proposal or registration concurrently with submission of thesis proposal,2599,1
952799,Master' s Thesis,G,Approved thesis proposal or registration concurrently with submission of thesis proposal,2599,1
952898,Dissertation,G,Approved thesis proposal or registration concurrently with submission of thesis proposal,2599,1
952899,Dissertation,G,Approved thesis proposal or registration concurrently with submission of thesis proposal,2599,1
953799,Master's Thesis,G,Approved thesis proposal or registration concurrently with submission of thesis proposal,2599,1
953798,Independent Study,G,Approved thesis proposal or registration concurrently with submission of thesis proposal,2599,1
427897,Dissertation,G,Approved thesis proposal or registration concurrently with submission of thesis proposal,2599,1
427898,Dissertation,G,Approved thesis proposal or registration concurrently with submission of thesis proposal,2599,1
427899,Dissertation,G,Approved thesis proposal or registration concurrently with submission of thesis proposal,2599,1
427798,Master’s Thesis,G,Approved thesis proposal or registration concurrently with submission of thesis proposal,2599,1
427799,Master’s Thesis,G,Approved thesis proposal or registration concurrently with submission of thesis proposal,2599,1
462541,Drugstore Management,U,461353 and consent of the department; or 461256 and consent of the department; or 464446,2599,1
204381,Numerical Computation and Software,U,204211 or 204214 or 204215 or 204216 or 204217 or 204219 or 229223; and 206112 or 206203,2563,1
204383,Image Processing,U,204211 or 204214 or 204215 or 204216 or 204217 or 204219 or 229223; and 206112 or 206203,2563,1
317797,Master’s Thesis,G,Approved thesis proposal or registration concurrently with submission of thesis proposal,2599,1
317799,Master’s Thesis,G,Approved thesis proposal or registration concurrently with submission of thesis proposal,2599,1
317897,Doctoral Thesis,G,Approved thesis proposal or registration concurrently with submission of thesis proposal,2599,1
317898,Doctoral Thesis,G,Approved thesis proposal or registration concurrently with submission of thesis proposal,2599,1
317899,Doctoral Thesis,G,Approved thesis proposal or registration concurrently with submission of thesis proposal,2599,1
204381,Numerical Computation and Software,U,204203 or 204211 or 204214 or 204215 or 204216 or 204217 or 204219 or 229223; and 206112,2599,1
204383,Image Processing,U,204203 or 204211 or 204214 or 204215 or 204216 or 204217 or 204219 or 229223; and 206112,2599,1
167798,Independent Study,G,Approved proposal or registering at the same time with the request of approval proposal,2599,1
401799,Master’s Thesis,G,Approved thesis proposal or registration consurrenty with submission of thesis proposal,2599,1
212797,M.S. Thesis,G,Graduate standing and consent of the graduate committee for Applied Geophysical program,2560,1
362424,Principles and Management of Watershed Resources,U,361201 or 361210 or 361211 or 361212 or 362211 or 154104  or consent of the department,2560,0
211499,Special Problems in Biochemistry and Biochemical Technology,U,fourth year standing and permission of staff member with whom student proposes to work,2563,1
651620,Veterinary Perspectives,U,sixth year standing or consent of academic committee; for veterinary medicine students,2599,1
211499,Special Problems in Biochemistry and Biochemical Innovation,U,fourth year standing and permission of staff member with whom student proposes to work,2599,1
215322,Actinomycetes Laboratory,U,215200 OR 215201; OR 215205 AND 215206; OR 215207 AND 215208; AND CONCURRENT TO 215321,2599,1
215324,Phycology Laboratory,U,215200 OR 215201; OR 215205 AND 215206; OR 215207 AND 215208; AND CONCURRENT TO 215323,2599,1
215326,Mycology Laboratory,U,215200 OR 215201; OR 215205 AND 215206; OR 215207 AND 215208; AND CONCURRENT TO 215325,2599,1
215328,Virology Laboratory,U,215200 OR 215201; OR 215205 AND 215206; OR 215207 AND 215208; AND CONCURRENT TO 215327,2599,1
215376,Aquatic Microbiology Laboratory,U,215200 OR 215201; OR 215205 AND 215206; OR 215207 AND 215208; AND CONCURRENT TO 215375,2599,1
215386,Normal Flora Microorganisms in Human Laboratory,U,215200 OR 215201; OR 215205 AND 215206; OR 215207 AND 215208; AND CONCURRENT TO 215385,2599,1
215422,Biology of Mushrooms Laboratory,U,215200 OR 215201; OR 215205 AND 215206; OR 215207 AND 215208; AND CONCURRENT TO 215421,2599,1
215424,Biology of Yeasts Laboratory,U,215200 OR 215201; OR 215205 AND 215206; OR 215207 AND 215208; AND CONCURRENT TO 215423,2599,1
215436,Microbial Genetics Laboratory,U,215200 OR 215201; OR 215205 AND 215206; OR 215207 AND 215208; AND CONCURRENT TO 215435,2599,1
215438,Molecular Cloning of Genes Laboratory,U,215200 OR 215201; OR 215205 AND 215206; OR 215207 AND 215208; AND CONCURRENT TO 215437,2563,0
215446,Bacterial Physiology Laboratory,U,215200 OR 215201; OR 215205 AND 215206; OR 215207 AND 215208; AND CONCURRENT TO 215445,2599,1
215466,Systematic Bacteriology Laboratory,U,215200 OR 215201; OR 215205 AND 215206; OR 215207 AND 215208; AND CONCURRENT TO 215465,2599,1
215476,Microbial Ecology Laboratory,U,215200 OR 215201; OR 215205 AND 215206; OR 215207 AND 215208; AND CONCURRENT TO 215475,2599,1
215486,Industrial Microbiology Laboratory,U,215200 OR 215201; OR 215205 AND 215206; OR 215207 AND 215208; AND CONCURRENT TO 215485,2599,1
203499,Special Problem in Chemistry,U,fourth year standing and permission of staff member with whom student propose to work,2563,0
052430,Programme Development for Life Experience of Elementary School Children,U,052200 or consent of the instructor Rec: For higher certificate of education students,2552,0
203499,Special Problems in Chemistry,U,fourth year standing and permission of staff member with whom student propose to work,2599,1
321232,Physiology for Physical Therapy Students and Occupational Therapy Students,U,Second year standing for Physical Therapy Students and Occupational Therapy Students,2599,1
004499,Sessional Paper,U,Only for students who have already earned at least 33 credits in their major subject,2560,1
303261,Biochemistry for Veterinary Students,U,"202182, 203152 AND 203158 OR 202182, 203153 AND 203159 OR 651108, 203154 AND 203159",2599,1
320898,Dissertation,G,Approved proposal or registration for this course along with proposing the proposal,2599,1
320899,Dissertation,G,Approved proposal or registration for this course along with proposing the proposal,2599,1
601341,Fundamental Food Engineering 1,U,207111 and 206104; or 207117 and 207187 and 206104; or 207123 and 207173 and 206104,2599,1
320799,Master' s Thesis,G,Approved proposal or registration for this course along with proposing the proposal,2599,1
510403,Laboratory Practice in Medical Technology,U,501305 and 501306 and 502313 and 502314 and 504305 and 506303 and 508304 and 512304,2599,1
203475,"Properties, Processing and Applications of Polymers",U,203111 and 203115 and 210201 and concurrent to 203477; or consent of the department,2599,1
252898,Dissertation,G,Approved dissertation proposal or concurrent to submission of dissertation proposal,2599,1
252899,Dissertation,G,Approved dissertation proposal or concurrent to submission of dissertation proposal,2599,1
301208,Anatomy of Upper and Lower Extremities and Vertebral Column,U,consent of the department; for Occupational Therapy and Physical Therapy students,2599,1
461526,Development of Aromatherapy Products,U,321242; AND 461102 OR 461201; AND 461353 OR 461256; AND CONSENT OF THE INSTRUCTOR,2556,1
210200,Problem Based Learning in Materials Science,U,Second year standing for Materials Science students; or consent of the department,2563,1
210200,Problem Based Learning in Materials Science,U,Second year standing for Materials Science students; or consent of the department,2599,1
251401,Cooperative Education,U,251313 and 251333 and 251343 and 251363 and 251374 and consent of the department,2599,1
515799,Master’s Thesis,G,Thesis proposal approved or enrolled with the topic and thesis proposal approved,2599,1
208799,Master's Thesis,G,Approved proposal or register along with proposal for approval for thesis topics,2599,1
510799,Master's Thesis,G,Thesis proposal has been approved or in concurrent to thesis proposal submission,2599,1
203427,Biomolecular and Material Design,U,203104 or 203113; and 206112 or 206116; and 207187; or consent of the department,2599,1
254490,Special Study for Project,U,254205 and 254216 and 254222 and 254231 and 259106; or consent of the department,2599,1
254493,Industrial Internship,U,254205 and 254216 and 254222 and 254231 and 259106; or consent of the department,2599,1
251499,Civil Engineering Project,U,CONSENT OF THE INSTRUCTOR WITH APPROVAL FROM THE DEPARTMENT OF CIVIL ENGINEERING,2550,0
321231,Physiology for Associated Medical Sciences Students,U,"For Medical Technology, Radiologic Technology and Occupational Therapy Students",2555,0
252898,Dissertation,G,Approved PhD thesis proposal or concurrent to submission of PhD thesis proposal,2563,1
252899,Dissertation,G,Approved PhD thesis proposal or concurrent to submission of PhD thesis proposal,2563,1
570798,Independent Study,G,Approved independent study proposal or concurrent to independent study proposal,2599,1
556798,Independent Study,G,Approved independent study proposal or concurrent to independent study proposal,2599,1
151489,Seminar in Asean Studies,U,"126102 AND a Minor in ASEAN Studies Couse in the Curriculum, at least 9 Credits",2599,1
158499,Seminar on Thai Administrative System,U,"158322, 158342, 158372 AND FOURTH YEAR STRANDING ; OR CONSENT OF THE INSTRUCTOR",2548,0
204382,Computer Graphics,U,204211 OR 204214 OR 204215 OR 204216 OR 204217 OR 204219 ; AND 206112 OR 206203,2556,0
204383,Image Processing,U,204211 OR 204214 OR 204215 OR 204216 OR 204217 OR 204219 ; AND 206112 OR 206203,2562,0
204482,Simulation and Modelling,U,206112 and 208263; and 204211 or 204214 or 204215 or 204216 or 204217 or 204219,2562,0
251499,Civil Engineering Project,U,251399 OR CONCURRENCE; AND/OR APPROVAL FROM THE DEPARTMENT OF CIVIL ENGINEERING,2553,0
251499,Civil Engineering Project,U,251399 OR CONCURRENCE; AND/OR APPROVAL FROM THE DEPARTMENT OF CIVIL ENGINEERING,2599,1
361475,Soil Water Management and On-Farm Irrigation,U,207101 or 207111 or 207181 and 207191 and 361201 or 361211 or 361212 or 361210,2560,0
365322,Forest Resources Conservation,U,361210 or 361211 or 361212; or 363210 and 400211; or consent of the department,2599,1
365425,Wildlife Resource Conservation,U,361210 or 361211 or 361212; or 363210 and 400211; or consent of the department,2599,1
365431,Remote Sensing for Agricultural and Natural Resource Surveys,U,361210 or 361211 or 361212; or 363210 and 400211; or consent of the department,2562,1
365324,Principles of Agroforestry,U,353210 or 359210 or 361210; or 363210 and 400211; or consent of the department,2599,1
127798,Independent Study,G,Approve independent study proposal or concurrent independent study to proposal,2599,1
204382,Computer Graphics,U,204211 or 204214 or 204215 or 204216 or 204217 or 204219; and 206112 or 206203,2563,1
004898,Dissertation,G,Approval of proposal or concurrence to the submission of dissertation proposal,2599,1
004899,Dissertation,G,Approval of proposal or concurrence to the submission of dissertation proposal,2599,1
204382,Computer Graphics,U,204203 or 204211 or 204214 or 204215 or 204216 or 204217 or 204219; and 206112,2599,1
203161,Chemistry for Engineers,U,206103 OR 206161; AND 207105 AND 207115; FOR NON INDUSTRIAL CHEMISTRY STUDENTS,2555,0
347898,Dissertation,G,Approved the thesis proposal or registered and presented the thesis proposal.,2599,1
347899,Dissertation,G,Approved the thesis proposal or registered and presented the thesis proposal.,2599,1
004897,Dissertation,G,Approval of proposal or concurrent to the submission of dissertation proposal,2599,1
118899,Dissertation,G,Approved Proposal or sent proposal Dissertation and enroll thesis course too.,2599,1
512303,Transfusion Science 1,U,202184 and concurrent to 501201 and 501202 and 506212 ; or 501201 and 506202,2562,1
118898,Dissertation,G,Approved proposal or sent proposal Dissertation and enroll thesis course too,2599,1
204325,System Analysis and Design,U,204203 or 204211 or 204212 or 204214 or 204215 or 204216 or 204217 or 204219,2599,1
204335,Microcontroller and Internet of Things,U,204113 or 204114 or 204214 or 204215 or 204216 or 204217 or 204219 or 229223,2599,1
204365,Human-computer Interaction,U,204203 or 204211 or 204212 or 204214 or 204215 or 204216 or 204217 or 204219,2599,1
100498,Preparation for Teaching Profession Practicum,U,FOURTH YEAR STANDING OR  CONSENT OF THE DEPARTMENT; AND CONCURRENT TO 100501,2560,0
251371,Soil Mechanics,U,251372 OR CONCURRENT TO 251372; AND 205275; AND 251261; AND 251215 OR 251311,2558,0
362421,Regulations and Wildlife Resources Conservation,U,361201 or 361210 or 361211 or 361212 or 362211 or consent of the department,2560,1
100498,Preparation for Teaching Profession Practicum,U,fourth year standing or consent of the department; and concurrent to 100501,2560,0
206727,Algebra for Teachers,G,206414 and 206412 or 206425; or consent of the instructor (for plan B only),2599,1
751441,Economics of Water Resources,U,"751209 and 751302, for major or by consent of the instrucyor for non major",2599,1
202403,Radiobiology,U,202102; and 203204 and 203208; or 203206 and 203209; and 207104 and 207108,2558,0
018499,Seminar in Japanese,U,fourth year standing; for Japanese majors only and consent of the division,2564,1
127799,Master’s Thesis,G,Approve master?s thesis proposal or concurrent master?s thesis to proposal,2599,1
018499,Independent Study,U,fourth year standing; for Japanese majors only and consent of the division,2599,1
127400,Seminar and Star Paper in Political Science,U,127303 AND FOURTH YEAR STANDING OR LAST SEMESTER POLITICAL SCIENCE STUDENT,2554,0
206893,Special Topics in Mathematics 3,G,Enroll at least 12 Credits of graduate course or Consent of the instructor,2599,1
206894,Special Topics in Mathematics 4,G,Enroll at least 12 Credits of graduate course or Consent of the instructor,2599,1
206895,Special Problems at Doctoral Level 1,G,Enroll at least 12 Credits of graduate course or consent of the instructor,2599,1
206896,Special Problems at Doctoral Level 2,G,Enroll at least 12 Credits of graduate course or Consent of the instructor,2599,1
321210,General Physiology for Ptometry Students,U,SECOND YEAR STANDING; FOR OPTOMETRY STUDENTS OR CONSENT OF THE DEPARTMENT,2599,1
049311,Literary Media and Environment,U,049211 or 049241 or 001250 or 002260 or 014270 or consent of the division,2599,1
604798,M.S. Thesis,G,Approved proposal or registration with submission of a research proposal,2599,1
604799,M.S. Thesis,G,Approved proposal or registration with submission of a research proposal,2599,1
207323,Air Pollution Meteorology,U,207104 and 207108; or 207118 and 207188; or 207118 and 207198 and 207199,2563,1
205310,Regional Field Geology,U,205214 and 205218; or 205216 and 205244; or 205216 and 205218 and 205244,2563,1
168797,Thesis,G,Approved proposal or submission of proposal at the time of registration.,2560,1
203222,Physical Chemistry 1,U,"203104, 203108, 206104 and 207102 ; or 203113, 203117, 206112 and 207187",2552,0
205310,Regional Field Geology,U,205214 AND 205218; OR 205216 AND 205244; OR 205216 AND 205218 AND 205244,2558,0
207321,Introduction to Atmospheric Physics,U,206112 and 207118 and 207188; or 206112 and 207118 and 207198 and 207199,2558,0
601321,Meat Technology,U,602120 OR 602122 OR 601231; AND 203204 AND 203208; OR 203206 AND 203209,2599,1
179442,Law on Migration and Border-Crossing of People and Capital,U,176101 or 177103; and fourth year standing or consent of the department,2564,1
119797,Master’s Thesis,G,Approved Proposal or sent proposal thesis and enroll thesis course too.,2599,1
119799,Master’s Thesis,G,Approved Proposal or sent proposal thesis and enroll thesis course too.,2599,1
923799,Master’s Thesis,G,Passed research proposal exam or concurrent with research proposal exam,2599,1
023797,Master’s Thesis,G,Approval of proposal or concurrent to the submission of thesis proposal,2599,1
208383,Industrial Statistics,U,208150 or 208263 or 208270 or 208271; for non statistics major students,2599,1
208384,Statistics for Industrial Management,U,208150 or 208263 or 208270 or 208271; for non statistics major students,2599,1
252798,Master’s Thesis,G,Approved thesis proposal or concurrent to submission of thesis proposal,2599,1
252799,Master’s Thesis,G,Approved thesis proposal or concurrent to submission of thesis proposal,2599,1
100589,Practicum in Teaching Profession 1,U,FIFTH YEAR STANDING AND PASSED ALL THE REQUIRED COURSES OF EACH PROGRAM,2550,0
207306,Modern Physics,U,207104 AND 207108 ;OR 207118 AND 207188 ;AND 206203 OR 206267 OR 206342,2553,0
207308,Classical Mechanics,U,207104 AND 207108; OR 207118 AND 207188; AND 206203 OR 206267 OR 206342,2553,0
011464,Contemporary Philosophy,U,Fourth year standing or Consent of the Philosophy and Religion Division,2599,1
207308,Classical Mechanics,U,207104 or 207188 or 207198; and 207108 or 207118; and 206112 or 206203,2563,1
011478,Holism,U,third year standing or consent of the Philosophy and Religion Division,2599,1
603797,Thesis,G,Thesis proposal have been approved or concurrent with proposal propose,2599,1
603799,Thesis,G,Thesis proposal have been approved or concurrent with proposal propose,2599,1
204456,Machine Learning,U,204251 or 204271; and 206112; and 208150 or 208263 or 208264 or 208269,2599,1
207308,Classical Mechanics,U,207104 or 207188 or 207198; and 207108 or 207118; and 206112 or 206203,2599,1
179442,Law on Migration and Border-Crossing of People and Capital,U,176101 or 177103; and third year standing or consent of the department,2599,1
107797,Thesis,G,Approved proposal or sent proposal thesis and enroll thesis course too,2599,1
118898,Thesis,G,Approved proposal or sent proposal thesis and enroll thesis course too,2561,1
127303,Research Methodology in Political Science,U,THIRD YEAR STANDING AND 204101 OR 206191 OR 208100 OR 208271 OR 208101,2559,1
127303,Research Methodology in Political Science,U,THIRD YEAR STANDING AND 204101 OR 206191 OR 208100 OR 208271 OR 208101,2553,0
207203,Physics of Vibrations and Waves,U,"207104, 207108 AND  CONCURRENT TO 206203; OR 207118, 207188 AND 206112",2553,0
207208,Thermodynamics,U,207108 OR 207118; AND 206104 OR 206112; AND 207104 OR 207188 OR 207198,2558,0
207308,Classical Mechanics,U,207104 OR 207188 OR 207198; AND 207108 OR 207118; AND 206112 OR 206203,2558,0
011364,Philosophy of the Modern Times,U,Third year standing or Consent of the Philosophy and Religion Division,2599,1
011374,Philosophy of Technology,U,Third Year standing or Consent of the Philosophy and Religion Division,2599,1
011478,Holism,U,Third Year standing or Consent of the Philosophy and Religion Division,2559,1
303231,Biochemistry for Associated Medical Science Students,U,202185 and 203152 and 203158; For Associated Medical Science Students,2556,0
328747,Clerkship at Other Rehabilitation Related Clinics,G,"328731, 328732, 328733, 328734,328735, 328736, 328737, 328738, 328741",2599,1
211412,Bioenergetics and Health,U,211311 and 211317; or 211315 and 211319; or consent of the department,2599,1
211445,Flavor and Fragrance,U,211311 and 211317; or 211315 and 211319; or consent of the department,2599,1
203352,Safety in the Chemistry Laboratory,U,203111 and 203115; or 203104 and 203108; or consent of the department,2599,1
204382,Computer Graphics,U,204211 OR 204214 OR 204215 OR 204216 OR 204217 OR 204219 ; AND 206203,2549,0
204383,Image Processing,U,204211 OR 204214 OR 204215 OR 204216 OR 204217 OR 204219 ; AND 206203,2549,0
303799,Thesis,G,APPROVED THESIS PROPOSAL OR CONCURRENT TO SUBMITTING THESIS PROPOSAL,2559,1
411281,Dental Histology,U,202182; 203152 AND 203158 OR 203153 AND 203159; CONCURRENT TO 411291,2552,0
365321,Fundamental Natural Resources,U,202112 or 202147; or 363210 and 400211; or consent of the department,2562,1
365426,Forest Plants and Utilization,U,202112 or 202147; or 363210 and 400211; or consent of the department,2599,1
204423,Data Mining,U,204222 or 204320 or 204321 or 229323; and 208150 or 208263 or 208264,2563,1
004799,Master’s Thesis,G,Approved proposal or concurrent to the submission of thesis proposal,2599,1
510419,Quality System and Laboratory Management,U,Fourth year Medical Technology students or consent of the department,2599,1
510451,Precision Medicine for Medical Technology,U,Fourth year Medical Technology students or consent of the department,2599,1
510452,Techniques in Molecular Medicine,U,Fourth year Medical Technology students or consent of the department,2599,1
023798,Independent Study,G,Approval proposal or concurrent to the submission of thesis proposal,2599,1
023799,Master’s Thesis,G,Approval proposal or concurrent to the submission of thesis proposal,2599,1
065780,Preparation of Teaching Profession Practicum for Mathematics Teachers,G,First year of graduate level standing or consent from the department,2599,1
001321,British and American Cultural Studies,U,001202 or 001204 or 001205 or 001206 or 001292; and 001112 or 001210,2560,0
601353,Food Safety and Sanitation for Food Plants,U,601231 and 601242; or 606231 and 606244; or consent of the division,2599,1
105595,Thesis in Painting,U,COMPLETE EVERY COURSE IN STUDY PROGRAM OR CONSENT OF THE DEPARTMENT,2561,1
006460,Cooperative Education,U,FOURTH YEAR STANDING AND CONSENT OF THE INSTRUCTOR; FOR MAJORS ONLY,2555,0
211311,Biochemistry 1,U,"203204 OR 203206, EXCEPT FOR HONORS STUDENTS : CONCURRENT TO 203203",2553,0
107599,Thesis in Printmaking,U,Complete all courses in study program or consent of the department,2599,1
204251,Data Structures,U,204113 or 204211 or 204214 or 204215 or 204216 or 204217 or 204219,2561,0
229323,Data Manipulation for Data Science,U,204113 or 204214 or 204215 or 204216 or 204217 or 204219 or 229223,2599,1
204251,Data Structures,U,204113 or 204214 or 204215 or 204216 or 204217 or 204219 or 229223,2563,0
204335,Microcontroller and Internet of Things,U,204113 or 204214 or 204215 or 204216 or 204217 or 204219 or 229223,2563,1
204251,Data Structures,U,204113 or 204214 or 204215 or 204216 or 204217 or 204219 or 229223,2599,1
204333,Web Application Architecture,U,204211 or 204212 or 204214 or 204215 or 204216 or 204217 or 204219,2599,1
127303,Research Methodology in Political Science,U,THIRD YEAR STANDING MAJOR AND 204101 OR 206191 OR 208100 OR 208271,2553,0
202100,Survey of Biology,U,"FOR HUMANITIES, SOCIAL SCIENCES, EDUCATION AND FINE ARTS STUDENTS.",2551,0
203100,Basic Concepts of Chemistry,U,"FOR HUMANITIES, SOCIAL SCIENCES, EDUCATION AND FINE ARTS STUDENTS.",2551,0
207100,Physics in Everyday Life,U,"FOR HUMANITIES, SOCIAL SCIENCES, EDUCATION AND FINE ARTS STUDENTS.",2551,0
209371,Unit Operations of Industrial Chemistry 1,U,203104 AND 203108 ; OR 203113 AND 203117 ; AND THIRD YEAR STANDING,2599,1
209372,Unit Operations of Industrial Chemistry 2,U,203104 and 203108 ; or 203113 and 203117 ; and third year standing,2599,1
209405,Chemical Process Design and Green Chemistry,U,203103 or 203111 or 203114 or 203162 or consent of the department,2599,1
208263,Elementary Statistics,U,None; for students in sciences and technology and health sciences,2599,1
215438,Molecular Cloning of Genes Laboratory,U,215205 and 215206; or 215207 and 215208; and concurrent to 215437,2599,1
321223,Physiology for Nursing Students,U,second year standing or first year standing for two year-program,2555,0
212711,Seismic Prospecting,G,GEOL 382 (205382) or consent of program administrative committee,2599,1
321223,Physiology for Nursing Students,U,Second year standing or first year standing for two year-program,2599,1
205232,Crystallography and Mineralogy,U,205103; Enrollments are not permitted for geology major students,2599,1
205232,Crystallography and Mineralogy,U,205103; Enrollments are not permitted for geology major students,2563,1
205363,Mineral Deposits,U,205232; Enrollments are not permitted for geology major students,2563,1
209768,Industrial Chemistry for Teachers,G,203202 and 203312 or consent of the instructor (for plan B only),2599,1
254381,Introduction to Thermodynamics and Fluid Mechanics,U,(206104 or 206112) and (207106 and 207116) or (207104 or 207111),2553,0
254381,Introduction to Thermodynamics and Fluid Mechanics,U,(206104 or 206112) and (207106 and 207116) or (207104 or 207111),2599,1
258301,Unit Operations of Chemical Engineering 1,U,203104 AND 203108; OR 203113 AND 203117; AND THIRD YEAR STANDING,2599,1
258302,Unit Operations of Chemical Engineering 2,U,203104 AND 203108; OR 203113 AND 203117; AND THIRD YEAR STANDING,2599,1
558492,Health Promotion Project,U,Fourth year standing or second year standing (two year program),2555,0
562491,Emergency and Critical Nursing Practice,U,fourth year standing or second year standing (two year program),2599,1
601471,Food Product Development,U,"208263, 351320 AND 601343; OR 601346 AND 601347, 208263, 351320",2555,0
908793,Selected Topic in Nutrition Education,G,Approved proposal or concurrent with independent study proposal,2599,1
601463,"Nutrition, Health and Prevention",U,fourth year standing; Food Science and Technology students only,2599,1
601464,Nutrition for Food Manufacturer,U,fourth year standing; Food Science and Technology students only,2599,1
566898,Dissertation,G,Approved thesis proposal or concurrent to dissertation proposal,2599,1
566899,Dissertation,G,Approved thesis proposal or concurrent to dissertation proposal,2599,1
088798,Independent Study,G,APPROVED PROPOSAL OR CONCURRENT WITH INDEPENDENT STUDY PROPOSAL,2599,1
091798,Independent Study,G,Approved proposal or concurrent with independent study proposal,2599,1
