courseno,title_long_en,degree_level,pre_en,year_end,open_status
651620,Veterinary Perspectives,U,(sixth year standing and for veterinary medicine students) or consent of the academic committee,2599.0,1
211499,Special Problems in Biochemistry and Biochemical Innovation,U,none,2599.0,1
215322,Actinomycetes Laboratory,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208) and concurrent to 215321,2599.0,1
215324,Phycology Laboratory,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208) and concurrent to 215323,2599.0,1
215326,Mycology Laboratory,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208) and concurrent to 215325,2599.0,1
215328,Virology Laboratory,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208) and concurrent to 215327,2599.0,1
215376,Aquatic Microbiology Laboratory,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208) and concurrent to 215375,2599.0,1
215386,Normal Flora Microorganisms in Human Laboratory,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208) and concurrent to 215385,2599.0,1
215422,Biology of Mushrooms Laboratory,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208) and concurrent to 215421,2599.0,1
215424,Biology of Yeasts Laboratory,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208) and concurrent to 215423,2599.0,1
215436,Microbial Genetics Laboratory,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208) and concurrent to 215435,2599.0,1
215446,Bacterial Physiology Laboratory,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208) and concurrent to 215445,2599.0,1
215466,Systematic Bacteriology Laboratory,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208) and concurrent to 215465,2599.0,1
215476,Microbial Ecology Laboratory,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208) and concurrent to 215475,2599.0,1
215486,Industrial Microbiology Laboratory,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208) and concurrent to 215485,2599.0,1
203499,Special Problems in Chemistry,U,none,2599.0,1
321232,Physiology for Physical Therapy Students and Occupational Therapy Students,U,second year standing and (for associated medical sciences students in occupational therapy major or for associated medical sciences students in physical therapy major),2599.0,1
303261,Biochemistry for Veterinary Students,U,(202182 and 203152 and 203158) or (202182 and 203153 and 203159) or (651108 and 203154 and 203159),2599.0,1
601341,Fundamental Food Engineering 1,U,(207111 and 206104) or (207117 and 207187 and 206104) or (207123 and 207173 and 206104),2599.0,1
510403,Laboratory Practice in Medical Technology,U,501305 and 501306 and 502313 and 502314 and 504305 and 506303 and 508304 and 512304,2599.0,1
203475,"Properties, Processing and Applications of Polymers",U,(203111 and 203115 and 210201 and concurrent to 203477) or consent of the department,2599.0,1
301208,Anatomy of Upper and Lower Extremities and Vertebral Column,U,consent of the department and (for associated medical sciences students in occupational therapy major or for associated medical sciences students in physical therapy major),2599.0,1
210200,Problem Based Learning in Materials Science,U,(second year standing and for science students in materials science major) or consent of the department,2599.0,1
251401,Cooperative Education,U,251313 and 251333 and 251343 and 251363 and 251374 and consent of the department,2599.0,1
203427,Biomolecular and Material Design,U,(203104 or 203113) and (206112 or 206116) and 207187 or consent of the department,2599.0,1
254490,Special Study for Project,U,(254205 and 254216 and 254222 and 254231 and 259106) or consent of the department,2599.0,1
254493,Industrial Internship,U,(254205 and 254216 and 254222 and 254231 and 259106) or consent of the department,2599.0,1
151489,Seminar in Asean Studies,U,none,2599.0,1
251499,Civil Engineering Project,U,concurrent to 251399 or consent of the department,2599.0,1
365322,Forest Resources Conservation,U,(361210 or 361211 or 361212) or (363210 and 400211) or consent of the department,2599.0,1
365425,Wildlife Resource Conservation,U,(361210 or 361211 or 361212) or (363210 and 400211) or consent of the department,2599.0,1
365324,Principles of Agroforestry,U,(353210 or 359210 or 361210) or (363210 and 400211) or consent of the department,2599.0,1
204382,Computer Graphics,U,(204203 or 204211 or 204214 or 204215 or 204216 or 204217 or 204219) and 206112,2599.0,1
204325,System Analysis and Design,U,204203 or 204211 or 204212 or 204214 or 204215 or 204216 or 204217 or 204219,2599.0,1
204335,Microcontroller and Internet of Things,U,204113 or 204114 or 204214 or 204215 or 204216 or 204217 or 204219 or 229223,2599.0,1
204365,Human-computer Interaction,U,204203 or 204211 or 204212 or 204214 or 204215 or 204216 or 204217 or 204219,2599.0,1
751441,Economics of Water Resources,U,(751209 and 751302) and (for economics students in economics major or not for economics students in economics major and consent of the instructor) ,2599.0,1
018499,Independent Study,U,fourth year standing and for humanities students in japanese major and consent of the department,2599.0,1
321210,General Physiology for Ptometry Students,U,second year standing and consent of the department,2599.0,1
049311,Literary Media and Environment,U,049211 or 049241 or 001250 or 002260 or 014270 or consent of the department,2599.0,1
601321,Meat Technology,U,(602120 or 602122 or 601231) and (203204 and 203208) or (203206 and 203209),2599.0,1
208383,Industrial Statistics,U,208150 or 208263 or 208270 or 208271 and not for science students in statistics major,2599.0,1
208384,Statistics for Industrial Management,U,208150 or 208263 or 208270 or 208271 and not for science students in statistics major,2599.0,1
011464,Contemporary Philosophy,U,fourth year standing or consent of the department,2599.0,1
011478,Holism,U,third year standing or consent of the department,2599.0,1
204456,Machine Learning,U,(204251 or 204271) and 206112 and (208150 or 208263 or 208264 or 208269),2599.0,1
207308,Classical Mechanics,U,(207104 or 207188 or 207198) and (207108 or 207118) and (206112 or 206203),2599.0,1
179442,Law on Migration and Border-Crossing of People and Capital,U,(176101 or 177103) and (third year standing or consent of the department),2599.0,1
011364,Philosophy of the Modern Times,U,third year standing or consent of the department,2599.0,1
011374,Philosophy of Technology,U,third year standing or consent of the department,2599.0,1
211412,Bioenergetics and Health,U,(211311 and 211317) or (211315 and 211319) or consent of the department,2599.0,1
211445,Flavor and Fragrance,U,(211311 and 211317) or (211315 and 211319) or consent of the department,2599.0,1
203352,Safety in the Chemistry Laboratory,U,(203111 and 203115) or (203104 and 203108) or consent of the department,2599.0,1
365426,Forest Plants and Utilization,U,(202112 or 202147) or (363210 and 400211) or consent of the department,2599.0,1
510419,Quality System and Laboratory Management,U,fourth year standing and for associated medical sciences students or consent of the department,2599.0,1
510451,Precision Medicine for Medical Technology,U,fourth year standing and for associated medical sciences students or consent of the department,2599.0,1
510452,Techniques in Molecular Medicine,U,fourth year standing and for associated medical sciences students or consent of the department,2599.0,1
601353,Food Safety and Sanitation for Food Plants,U,(601231 and 601242) or (606231 and 606244) or consent of the department,2599.0,1
107599,Thesis in Printmaking,U,consent of the department,2599.0,1
229323,Data Manipulation for Data Science,U,204113 or 204214 or 204215 or 204216 or 204217 or 204219 or 229223,2599.0,1
204251,Data Structures,U,204113 or 204214 or 204215 or 204216 or 204217 or 204219 or 229223,2599.0,1
204333,Web Application Architecture,U,204211 or 204212 or 204214 or 204215 or 204216 or 204217 or 204219,2599.0,1
209371,Unit Operations of Industrial Chemistry 1,U,(203104 and 203108) or (203113 and 203117) and third year standing,2599.0,1
209372,Unit Operations of Industrial Chemistry 2,U,(203104 and 203108) or (203113 and 203117) and third year standing,2599.0,1
209405,Chemical Process Design and Green Chemistry,U,203103 or 203111 or 203114 or 203162 or consent of the department,2599.0,1
208263,Elementary Statistics,U,"for science students or for engineering students or for medicine students or for agriculture students or for dentistry students or for pharmacy students or for associated medical sciences students or for nursing students or for agro-industry students or for veterinary medicine students or for economics students or for architecture students or for arts, media and technology students",2599.0,1
215438,Molecular Cloning of Genes Laboratory,U,(215205 and 215206) or (215207 and 215208) and concurrent to 215437,2599.0,1
321223,Physiology for Nursing Students,U,none,2599.0,1
205232,Crystallography and Mineralogy,U,205103 and not for science students in geology major,2599.0,1
254381,Introduction to Thermodynamics and Fluid Mechanics,U,(206104 or 206112) and (207106 and 207116) or (207104 or 207111),2599.0,1
258301,Unit Operations of Chemical Engineering 1,U,(203104 and 203108) or (203113 and 203117) and third year standing,2599.0,1
258302,Unit Operations of Chemical Engineering 2,U,(203104 and 203108) or (203113 and 203117) and third year standing,2599.0,1
562491,Emergency and Critical Nursing Practice,U,none,2599.0,1
601463,"Nutrition, Health and Prevention",U,fourth year standing and for agro-industry students in food science and technology major,2599.0,1
601464,Nutrition for Food Manufacturer,U,fourth year standing and for agro-industry students in food science and technology major,2599.0,1
318351,Pathology for Dental Students,U,(301252 and 301253 and 303252 and 321251) or consent of the department,2599.0,1
461525,Basic Knowledge of Thai Traditional Medicine,U,(461201 and 461252) or (461102 and 461255) or (463251 and 463402),2599.0,1
705492,Strategic Marketing Management,U,705326 or (705328 and 705329) and (705331 and 705332 and 705311),2599.0,1
705499,Seminar in Marketing,U,705326 or (705328 and 705329) and (705331 and 705332 and 705311),2599.0,1
210474,Workshop for Materials Science Students,U,third year standing and (for science students in materials science major or for science students in physics major),2599.0,1
207203,Physics of Vibrations and Waves,U,(206112 or concurrent to 206203) and (207104 or 207188 or 207198),2599.0,1
205382,Exploration Geophysics,U,(third year standing and 205103) and (207104 or 207186 or 207188),2599.0,1
202446,Plant Growth and Development,U,202342 or consent of the department,2599.0,1
215441,Bacterial Physiology,U,(203206 and 203209) and (215205 and 215206) or (215207 and 215208),2599.0,1
362426,Landscape Survey for Natural Resources Management,U,361201 or 361210 or 361211 or 361212 or consent of the department,2599.0,1
362427,Principle of Landscape Ecology for Natural Resources Management,U,361201 or 361210 or 361211 or 361212 or consent of the department,2599.0,1
362428,Landscape Design Computer Programs for Natural Resources Management,U,361201 or 361210 or 361211 or 361212 or consent of the department,2599.0,1
510413,Clinical Laboratory Utilization and Consultation,U,501305 and 502313 and 504304 and 506301 and 508304 and 512301,2599.0,1
510416,Clinical Correlation Case Study,U,501305 and 502313 and 504305 and 506303 and 508304 and 512304,2599.0,1
256384,Mechanics of Petroleum Production,U,(256381 and concurrent to 256383) or consent of the department,2599.0,1
701454,Research in Accounting,U,(703243 and fourth year standing) or consent of the department,2599.0,1
466409,Integration in Pharmacy,U,(465323 and 466302) and (466304 or 466407) and (465355 or 465456),2599.0,1
461532,Drug Synthesis,U,(461342 and 461433) or (461344 and 461435) or (463331 and 463342),2599.0,1
208497,Cooperative Education in Statistics,U,fourth year standing and 208492 and consent of the department,2599.0,1
205344,Igneous and Metamorphic Petrology,U,(205235 and 205244 and 205337) or (205235 and 205246 and 205337),2599.0,1
214341,General Animal Physiology,U,(202102 and 203204 and 203208) or (202102 and 203206 and 203209),2599.0,1
209201,Chemical Stoichiometry,U,(203104 and 203108) or (203113 and 203117) and (206112 or 206116),2599.0,1
215433,Microbial Genome Analysis and Bioinformatics,U,(215205 and 215206) or (215207 and 215208) and (215431 or 202231),2599.0,1
203471,Properties and Characterization of Polymeric Materials,U,(203324 or consent of the department) and concurrent to 203477,2599.0,1
203474,Reactions and Synthesis Methods of Polymers,U,(203324 or consent of the department) and concurrent to 203478,2599.0,1
206495,Cooperative Education in Mathematics,U,fourth year standing and 206492 and consent of the department,2599.0,1
701499,Seminar in Accounting,U,fourth year standing and for business administration students in accountancy major or consent of the department,2599.0,1
127459,Cooperative Education in Political Science,U,fourth year standing and for political science and public administration students in politics and government major,2599.0,1
105311,Individual Painting 1,U,(105100 and third year standing) or consent of the department,2599.0,1
466655,Clerkship in Health Economics and Outcomes Research,U,466550 and sixth year standing and consent of the department,2599.0,1
207205,Electricity and Magnetism,U,206112 and (207104 or 207188 or 207199) and (207108 or 207118),2599.0,1
207208,Thermodynamics,U,206112 and (207108 or 207118) and (207104 or 207188 or 207198),2599.0,1
207306,Modern Physics,U,(207104 or 207188) or (207198 and 207199) and (206112 or 206203),2599.0,1
203477,Polymer Chemistry Laboratory 1,U,(concurrent to 203471 or 203475) or consent of the department,2599.0,1
215321,Actinomycetes,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208),2599.0,1
215323,Phycology,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208),2599.0,1
215325,Mycology,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208),2599.0,1
215327,Virology,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208),2599.0,1
215375,Aquatic Microbiology,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208),2599.0,1
215385,Normal Flora Microorganisms in Human,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208),2599.0,1
215421,Biology of Mushrooms,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208),2599.0,1
215423,Biology of Yeasts,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208),2599.0,1
215435,Microbial Genetics,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208),2599.0,1
215445,Bacterial Physiology,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208),2599.0,1
215465,Systematic Bacteriology,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208),2599.0,1
215475,Microbial Ecology,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208),2599.0,1
215485,Industrial Microbiology,U,(215200 or 215201) or (215205 and 215206) or (215207 and 215208),2599.0,1
254271,Material Property Laboratory for Machine Design Application,U,259103 and concurrent to 254215 or consent of the department,2599.0,1
356486,Behavior of Domestic Animals,U,(third year standing or fourth year standing) and (for agriculture students in animal science major or for humanities students in psychology major or for science students in biology major or for veterinary medicine students),2599.0,1
356499,Special Problems,U,356390 or fourth year standing or consent of the department,2599.0,1
006429,Innovation of Culinary Arts,U,(006133 and 006226 and 006253) or consent of the department,2599.0,1
361475,Soil Water Management and on-Farm Irrigation,U,(361210 or 361211) and 207181 or consent of the department,2599.0,1
852401,Cooperative Education for Digital Film 1,U,852400 and fourth year standing and consent of the department,2599.0,1
852403,Cooperative Education for Digital Film 2,U,852401 and fourth year standing and consent of the department,2599.0,1
204423,Data Mining,U,(204251 or 204271) and (208150 or 208263 or 208264 or 208269),2599.0,1
204453,Pattern Recognition,U,(204251 or 204271) and (208150 or 208263 or 208264 or 208269),2599.0,1
205415,Geology of Thailand,U,(205324 and 205344 and 205358) or consent of the department,2599.0,1
354311,Statistics for Agricultural Research,U,206108 or (206181 and 206182) or consent of the department,2599.0,1
204472,Natural Language Processing,U,(204251 or 204271) and (208150 or 208263 or 208264 or 208269),2599.0,1
307491,Experiencing in Medicine 1,U,fourth year standing and (for medicine students or consent of the department),2599.0,1
310495,Experiencing in Surgery 1,U,fourth year standing and (for medicine students or consent of the department),2599.0,1
314496,Experiencing in Gynecology,U,fourth year standing and (for medicine students or consent of the department),2599.0,1
319492,Experiencing in Pediatrics 1,U,fourth year standing and (for medicine students or consent of the department),2599.0,1
324493,Diagnostic Radiology,U,fourth year standing and (for medicine students or consent of the department),2599.0,1
327494,Occupational Medicine,U,fourth year standing and (for medicine students or consent of the department),2599.0,1
751301,Microeconomic Theory 1,U,(751101 or 751106) and 206171 or consent of the faculty,2599.0,1
327495,Community Geriatrics,U,fourth year standing and (for medicine students or consent of the department),2599.0,1
321491,Research in Fundamental Clinical Physiology,U,fourth year standing and (for medicine students or consent of the department),2599.0,1
025411,Translation 1,U,025207 and 025208 and 025304 or consent of the department,2599.0,1
321492,Basic Clinical Physiology,U,fourth year standing and (for medicine students or consent of the department),2599.0,1
327496,Family Medicine 1,U,fourth year standing and (for medicine students or consent of the department),2599.0,1
322218,Community Health,U,second year standing and (for medicine students or consent of the department),2599.0,1
327497,Computational Analytics in Medical Diagnosis,U,fourth year standing and (for medicine students or consent of the department),2599.0,1
011367,Buddhist Philosophy,U,001156 or consent of the department,2599.0,1
011457,Moral Problems in Contemporary Society,U,011257 or consent of the department,2599.0,1
303253,Clinical Biochemistry in Dentistry,U,(second year standing and for dentistry students) or consent of the department,2599.0,1
307591,Experiencing in Medicine 2,U,fifth year standing and (for medicine students or consent of the department),2599.0,1
307691,Internal Medicine Subspecialty,U,sixth year standing and (for medicine students or consent of the department),2599.0,1
309691,Airway Management,U,sixth year standing and (for medicine students or consent of the department),2599.0,1
310596,Experiencing in Surgery 2,U,fifth year standing and (for medicine students or consent of the department),2599.0,1
310691,Experiencing in Surgery 3,U,sixth year standing and (for medicine students or consent of the department),2599.0,1
312594,Experiencing in Medicolegal Autopsy,U,fifth year standing and (for medicine students or consent of the department),2599.0,1
314593,Experiencing in Obstetrics,U,fifth year standing and (for medicine students or consent of the department),2599.0,1
314691,Obstetrics and Gynecology Subspecialty,U,sixth year standing and (for medicine students or consent of the department),2599.0,1
315692,General Ophthalmology,U,sixth year standing and (for medicine students or consent of the department),2599.0,1
316592,Ear Nose and Throat 1,U,fifth year standing and (for medicine students or consent of the department),2599.0,1
316692,Ear Nose and Throat 2,U,sixth year standing and (for medicine students or consent of the department),2599.0,1
319591,Experiencing in Pediatrics 2,U,fifth year standing and (for medicine students or consent of the department),2599.0,1
319691,Pediatric Subspecialty,U,sixth year standing and (for medicine students or consent of the department),2599.0,1
323595,Experiencing in Orthopedics 1,U,fifth year standing and (for medicine students or consent of the department),2599.0,1
323691,Experiencing in Orthopedics 2,U,sixth year standing and (for medicine students or consent of the department),2599.0,1
326692,Experiencing in Emergency Medicine,U,sixth year standing and (for medicine students or consent of the department),2599.0,1
328592,Medical Rehabilitation Practice for Medical Students,U,fifth year standing and (for medicine students or consent of the department),2599.0,1
328593,Sports Rehabilitation,U,fifth year standing and (for medicine students or consent of the department),2599.0,1
321691,Research in Clinical Physiology,U,sixth year standing and (for medicine students or consent of the department),2599.0,1
321692,Applied Clinical Physiology,U,sixth year standing and (for medicine students or consent of the department),2599.0,1
204320,Database Management,U,204214 or 204215 or 204216 or 204217 or 204219 or 229223,2599.0,1
329305,Applied Skills for Research,U,third year standing and (for medicine students or consent of the department),2599.0,1
327592,Computational Analytics in Medical Treatment,U,fifth year standing and (for medicine students or consent of the department),2599.0,1
208100,Introduction to Statistical Concepts,U,not for students in science based group,2599.0,1
254200,Mechanical Engineering Design Process,U,259107 and concurrent to 254205 or consent of the department,2599.0,1
254413,Introduction to Contact Mechanics,U,254214 or 254216 and 254325 or consent of the department,2599.0,1
301253,Basic Neuroanatomy and Embryology,U,301251 or 301221 or 301254 or consent of the department,2599.0,1
651292,Animal Behaviors and Restraints,U,second year standing and for veterinary medicine students,2599.0,1
651414,Veterinary Pathobiology 2,U,fourth year standing and for veterinary medicine students,2599.0,1
651415,Veterinary Pathobiology 3,U,fourth year standing and for veterinary medicine students,2599.0,1
651426,Principle and Diagnostic Techniques of Veterinary Medicine,U,fourth year standing and for veterinary medicine students,2599.0,1
651427,Veterinary Surgery,U,fourth year standing and for veterinary medicine students,2599.0,1
651430,Principles of Theriogenology,U,fourth year standing and for veterinary medicine students,2599.0,1
651432,"Diseases of Aquatic Animals, Amphibians and Reptiles",U,fourth year standing and for veterinary medicine students,2599.0,1
651434,Veterinary Systemic Pathology,U,fourth year standing and for veterinary medicine students,2599.0,1
651435,Veterinary Clinical Pathology,U,fourth year standing and for veterinary medicine students,2599.0,1
651436,Principles of Veterinary Medicine,U,fourth year standing and for veterinary medicine students,2599.0,1
651437,Principles of Veterinary Surgery and Anesthesiology,U,fourth year standing and for veterinary medicine students,2599.0,1
651438,Practice of Surgery and Obstetrics in Livestock,U,fourth year standing and for veterinary medicine students,2599.0,1
651439,Diseases of Small Animals 1,U,fourth year standing and for veterinary medicine students,2599.0,1
651440,Diagnostic Techniques and Imaging in Small Animals,U,fourth year standing and for veterinary medicine students,2599.0,1
211341,Instrumentation for Biochemical Technology,U,second year standing and for science students in biochemistry and biochemical technology major or consent of the department,2599.0,1
651491,Veterinary Field Practice 2,U,fourth year standing and for veterinary medicine students,2599.0,1
363451,Energy Crops,U,353210 or 359210 or 363210 or consent of the department,2599.0,1
361341,Spatial Information System for Agriculture,U,361210 or 361211 or 400210 or consent of the department,2599.0,1
361413,Soil-Crop Systems Modeling,U,361210 or 361211 or 363210 or consent of the department,2599.0,1
361421,Soil Chemistry,U,361210 or 361211 or 363210 or consent of the department,2599.0,1
361453,Soil and Plant Nutrition,U,353311 or 359311 or 361351 or consent of the department,2599.0,1
359465,Fast Growing Crops for Wood Industry,U,202101 or 202102 or 363210 or consent of the department,2599.0,1
074414,Health Education and Physical Education Curriculum,U,100111 or 100205 or 100211 or consent of the department,2599.0,1
065332,Organizing Mathematical Learning in Elementary Level,U,100111 or 100206 or 100212 or consent of the department,2599.0,1
065333,Organizing Mathematical Learning in Secondary Level,U,100111 or 100206 or 100212 or consent of the department,2599.0,1
065437,Innovation and Technology for Teaching Mathematics,U,100229 or 100308 or 100313 or consent of the department,2599.0,1
071425,Methodology of Teaching Social Studies,U,100111 or 100205 or 100211 or consent of the department,2599.0,1
057401,"Test, Measurement and Evaluation in Physical Education",U,100209 or 100230 or 100311 or consent of the department,2599.0,1
057413,Adapted Physical Education,U,100307 or 100314 or 100316 or consent of the department,2599.0,1
751209,Introduction to Mathematical Economics,U,(751102 or 751106) and 206171 or consent of the faculty,2599.0,1
751304,Economic Statistics,U,(751102 or 751106) and 208271 or consent of the faculty,2599.0,1
064430,Principles and Teaching Methods in Science,U,100111 or 100205 or 100211 or consent of the department,2599.0,1
206217,Fundamental Concepts of Mathematics,U,206104 or 206112 or 206162 or consent of the department,2599.0,1
356430,Animal Nutrition,U,356330 or 211315 or 211319 or consent of the department,2599.0,1
462505,Drug Specialties Administration,U,320343 and (461353 or 461256) and consent of the instructor,2599.0,1
651203,Agents of Diseases 1,U,second year standing and for veterinary medicine students,2599.0,1
651305,Veterinary Pharmacology and Toxicology,U,third year standing and for veterinary medicine students,2599.0,1
651315,Veterinary Microbiology,U,third year standing and for veterinary medicine students,2599.0,1
651316,Veterinary Parasitology,U,third year standing and for veterinary medicine students,2599.0,1
651318,Veterinary Toxicology,U,third year standing and for veterinary medicine students,2599.0,1
651393,Veterinary Integrative Problem Solving 2,U,third year standing and for veterinary medicine students,2599.0,1
651394,Veterinary Integrative Problem Solving 3,U,third year standing and for veterinary medicine students,2599.0,1
651417,Food Safety in Veterinary Medicine 2,U,fourth year standing and for veterinary medicine students,2599.0,1
651418,Veterinary Environmental Health,U,fourth year standing and for veterinary medicine students,2599.0,1
651419,Veterinary Laws,U,fourth year standing and for veterinary medicine students,2599.0,1
651424,Zoonoses,U,fourth year standing and for veterinary medicine students,2599.0,1
651521,Wild and Exotic Animals Medicine,U,fifth year standing and for veterinary medicine students,2599.0,1
651522,Diseases of Small Animals 2,U,fifth year standing and for veterinary medicine students,2599.0,1
651523,Diseases of Small Animals 3,U,fifth year standing and for veterinary medicine students,2599.0,1
651524,Small Animal Surgery and Anesthesiology,U,fifth year standing and for veterinary medicine students,2599.0,1
651525,Diseases of Aquatic Animals,U,fifth year standing and for veterinary medicine students,2599.0,1
651526,Diseases of Poultry,U,fifth year standing and for veterinary medicine students,2599.0,1
651527,Diseases of Swine,U,fifth year standing and for veterinary medicine students,2599.0,1
651529,Diseases of Ruminants,U,fifth year standing and for veterinary medicine students,2599.0,1
651542,Clinical Rotation in Veterinary Public Health,U,fifth year standing and for veterinary medicine students,2599.0,1
651543,Clinical Rotation in Elephant and Wildlife,U,fifth year standing and for veterinary medicine students,2599.0,1
651551,Flock Health Management and Production Medicine in Poultry,U,fifth year standing and for veterinary medicine students,2599.0,1
651552,Herd Health Management and Production Medicine in Swine,U,fifth year standing and for veterinary medicine students,2599.0,1
651553,Herd Health Management and Production Medicine in Ruminants,U,fifth year standing and for veterinary medicine students,2599.0,1
651562,Veterinary Public Health Skill Practice,U,fifth year standing and for veterinary medicine students,2599.0,1
651563,Elephant and Wildlife Clinical Skill Practice,U,fifth year standing and for veterinary medicine students,2599.0,1
651564,Equine Clinical Skill Practice,U,fifth year standing and for veterinary medicine students,2599.0,1
651565,Avian Clinical Skill Practice,U,fifth year standing and for veterinary medicine students,2599.0,1
651566,Swine Clinical Skill Practice,U,fifth year standing and for veterinary medicine students,2599.0,1
651567,Ruminant Clinical Skill Practice,U,fifth year standing and for veterinary medicine students,2599.0,1
651568,Aquatic Animal Clinical Skill Practice,U,fifth year standing and for veterinary medicine students,2599.0,1
651631,Elephant and Wildlife Practice-Clerkship,U,sixth year standing and for veterinary medicine students,2599.0,1
651670,Veterinary Professional Experience,U,sixth year standing and for veterinary medicine students,2599.0,1
651697,Research in Veterinary Medicine,U,sixth year standing and for veterinary medicine students,2599.0,1
651495,Veterinary Perspectives,U,sixth year standing and for veterinary medicine students,2599.0,1
651304,Agents of Diseases 2,U,third year standing and for veterinary medicine students,2599.0,1
463593,Senior Project in Pharmaceutical Sciences 1,U,(463491 and 463353) and (concurrent to 463503 and 463545),2599.0,1
651293,Veterinary Integrative Problem Solving 1,U,second year standing and for veterinary medicine students,2599.0,1
126359,Cooperative Education,U,fourth year standing and for political science and public administration students in international affairs major,2599.0,1
651433,Laboratory Animal Science,U,fourth year standing and for veterinary medicine students,2599.0,1
651444,Diseases of Horses,U,fourth year standing and for veterinary medicine students,2599.0,1
651441,Laboratory Animal Science,U,fourth year standing and for veterinary medicine students,2599.0,1
331423,Fundamentals of Clinical Practice 2,U,fourth year standing and (for medicine students or consent of the faculty),2599.0,1
651390,Veterinary Field Practice 1,U,third year standing and for veterinary medicine students,2599.0,1
211343,Instruments for Upstream and Downstream Processing in Biochemical Production,U,third year standing and for science students in biochemistry and biochemical technology major or consent of the department,2599.0,1
211303,Biochemical Methods,U,(211312 and 211318) and (concurrent to 203331 and 203337),2599.0,1
208272,Elementary Statistics for Social Sciences 2,U,208271 and for students in humanities and social sciences group,2599.0,1
214493,Special Project in Zoology,U,fourth year standing and consent of the department,2599.0,1
