"18199   ","004499","Only for students who have already earned at least 33 credits in their major subject"
"10312   ","303261","202182, 203152 AND 203158 OR 202182, 203153 AND 203159 OR 651108, 203154 AND 203159"
"19856   ","320898","Approved proposal or registration for this course along with proposing the proposal"
"19857   ","320899","Approved proposal or registration for this course along with proposing the proposal"
"20221   ","601341","207111 and 206104; or 207117 and 207187 and 206104; or 207123 and 207173 and 206104"
"21650   ","320799","Approved proposal or registration for this course along with proposing the proposal"
"23287   ","510403","501305 and 501306 and 502313 and 502314 and 504305 and 506303 and 508304 and 512304"
"25084   ","203475","203111 and 203115 and 210201 and concurrent to 203477; or consent of the department"
"25228   ","252898","Approved dissertation proposal or concurrent to submission of dissertation proposal"
"25229   ","252899","Approved dissertation proposal or concurrent to submission of dissertation proposal"
"10231   ","301208","consent of the department; for Occupational Therapy and Physical Therapy students"
"13712   ","461526","321242; AND 461102 OR 461201; AND 461353 OR 461256; AND CONSENT OF THE INSTRUCTOR"
"20594   ","210200","Second year standing for Materials Science students; or consent of the department"
"23966   ","210200","Second year standing for Materials Science students; or consent of the department"
"20007   ","251401","251313 and 251333 and 251343 and 251363 and 251374 and consent of the department"
"20933   ","515799","Thesis proposal approved or enrolled with the topic and thesis proposal approved"
"21365   ","208799","Approved proposal or register along with proposal for approval for thesis topics"
"21851   ","510799","Thesis proposal has been approved or in concurrent to thesis proposal submission"
"24824   ","203427","203104 or 203113; and 206112 or 206116; and 207187; or consent of the department"
"25488   ","254490","254205 and 254216 and 254222 and 254231 and 259106; or consent of the department"
"25489   ","254493","254205 and 254216 and 254222 and 254231 and 259106; or consent of the department"
"8163    ","251499","CONSENT OF THE INSTRUCTOR WITH APPROVAL FROM THE DEPARTMENT OF CIVIL ENGINEERING"
"11139   ","321231","For Medical Technology, Radiologic Technology and Occupational Therapy Students"
"19527   ","252898","Approved PhD thesis proposal or concurrent to submission of PhD thesis proposal"
"19533   ","252899","Approved PhD thesis proposal or concurrent to submission of PhD thesis proposal"
"21388   ","570798","Approved independent study proposal or concurrent to independent study proposal"
"21394   ","556798","Approved independent study proposal or concurrent to independent study proposal"
"4431    ","151489","126102 AND a Minor in ASEAN Studies Couse in the Curriculum, at least 9 Credits"
"5038    ","158499","158322, 158342, 158372 AND FOURTH YEAR STRANDING ; OR CONSENT OF THE INSTRUCTOR"
"6272    ","204382","204211 OR 204214 OR 204215 OR 204216 OR 204217 OR 204219 ; AND 206112 OR 206203"
"6274    ","204383","204211 OR 204214 OR 204215 OR 204216 OR 204217 OR 204219 ; AND 206112 OR 206203"
"6312    ","204482","206112 and 208263; and 204211 or 204214 or 204215 or 204216 or 204217 or 204219"
"8164    ","251499","251399 OR CONCURRENCE; AND/OR APPROVAL FROM THE DEPARTMENT OF CIVIL ENGINEERING"
"8165    ","251499","251399 OR CONCURRENCE; AND/OR APPROVAL FROM THE DEPARTMENT OF CIVIL ENGINEERING"
"12397   ","361475","207101 or 207111 or 207181 and 207191 and 361201 or 361211 or 361212 or 361210"
"20709   ","365322","361210 or 361211 or 361212; or 363210 and 400211; or consent of the department"
"20711   ","365425","361210 or 361211 or 361212; or 363210 and 400211; or consent of the department"
"20713   ","365431","361210 or 361211 or 361212; or 363210 and 400211; or consent of the department"
"20715   ","365324","353210 or 359210 or 361210; or 363210 and 400211; or consent of the department"
"22230   ","127798","Approve independent study proposal or concurrent independent study to proposal"
"23067   ","204382","204211 or 204214 or 204215 or 204216 or 204217 or 204219; and 206112 or 206203"
"23083   ","004898","Approval of proposal or concurrence to the submission of dissertation proposal"
"23084   ","004899","Approval of proposal or concurrence to the submission of dissertation proposal"
"24711   ","204382","204203 or 204211 or 204214 or 204215 or 204216 or 204217 or 204219; and 206112"
"5968    ","203161","206103 OR 206161; AND 207105 AND 207115; FOR NON INDUSTRIAL CHEMISTRY STUDENTS"
"21750   ","347898","Approved the thesis proposal or registered and presented the thesis proposal."
"21751   ","347899","Approved the thesis proposal or registered and presented the thesis proposal."
"23082   ","004897","Approval of proposal or concurrent to the submission of dissertation proposal"
"23873   ","118899","Approved Proposal or sent proposal Dissertation and enroll thesis course too."
"14388   ","512303","202184 and concurrent to 501201 and 501202 and 506212 ; or 501201 and 506202"
"24158   ","118898","Approved proposal or sent proposal Dissertation and enroll thesis course too"
"24700   ","204325","204203 or 204211 or 204212 or 204214 or 204215 or 204216 or 204217 or 204219"
"24702   ","204335","204113 or 204114 or 204214 or 204215 or 204216 or 204217 or 204219 or 229223"
"24709   ","204365","204203 or 204211 or 204212 or 204214 or 204215 or 204216 or 204217 or 204219"
"3468    ","100498","FOURTH YEAR STANDING OR  CONSENT OF THE DEPARTMENT; AND CONCURRENT TO 100501"
"8063    ","251371","251372 OR CONCURRENT TO 251372; AND 205275; AND 251261; AND 251215 OR 251311"
"12441   ","362421","361201 or 361210 or 361211 or 361212 or 362211 or consent of the department"
"19839   ","100498","fourth year standing or consent of the department; and concurrent to 100501"
"6712    ","206727","206414 and 206412 or 206425; or consent of the instructor (for plan B only)"
"16958   ","751441","751209 and 751302, for major or by consent of the instrucyor for non major"
"18312   ","202403","202102; and 203204 and 203208; or 203206 and 203209; and 207104 and 207108"
"19461   ","018499","fourth year standing; for Japanese majors only and consent of the division"
"22231   ","127799","Approve master?s thesis proposal or concurrent master?s thesis to proposal"
"25389   ","018499","fourth year standing; for Japanese majors only and consent of the division"
"4175    ","127400","127303 AND FOURTH YEAR STANDING OR LAST SEMESTER POLITICAL SCIENCE STUDENT"
"6779    ","206893","Enroll at least 12 Credits of graduate course or Consent of the instructor"
"6780    ","206894","Enroll at least 12 Credits of graduate course or Consent of the instructor"
"6781    ","206895","Enroll at least 12 Credits of graduate course or consent of the instructor"
"6782    ","206896","Enroll at least 12 Credits of graduate course or Consent of the instructor"
"11134   ","321210","SECOND YEAR STANDING; FOR OPTOMETRY STUDENTS OR CONSENT OF THE DEPARTMENT"
"24462   ","049311","049211 or 049241 or 001250 or 002260 or 014270 or consent of the division"
"15833   ","604798","Approved proposal or registration with submission of a research proposal"
"15834   ","604799","Approved proposal or registration with submission of a research proposal"
"18474   ","207323","207104 and 207108; or 207118 and 207188; or 207118 and 207198 and 207199"
"18650   ","205310","205214 and 205218; or 205216 and 205244; or 205216 and 205218 and 205244"
"5385    ","168797","Approved proposal or submission of proposal at the time of registration."
"5988    ","203222","203104, 203108, 206104 and 207102 ; or 203113, 203117, 206112 and 207187"
"6425    ","205310","205214 AND 205218; OR 205216 AND 205244; OR 205216 AND 205218 AND 205244"
"6922    ","207321","206112 and 207118 and 207188; or 206112 and 207118 and 207198 and 207199"
"15463   ","601321","602120 OR 602122 OR 601231; AND 203204 AND 203208; OR 203206 AND 203209"
"21092   ","179442","176101 or 177103; and fourth year standing or consent of the department"
"21374   ","119797","Approved Proposal or sent proposal thesis and enroll thesis course too."
"21375   ","119799","Approved Proposal or sent proposal thesis and enroll thesis course too."
"22771   ","923799","Passed research proposal exam or concurrent with research proposal exam"
"23800   ","023797","Approval of proposal or concurrent to the submission of thesis proposal"
"24605   ","208383","208150 or 208263 or 208270 or 208271; for non statistics major students"
"24606   ","208384","208150 or 208263 or 208270 or 208271; for non statistics major students"
"25198   ","252798","Approved thesis proposal or concurrent to submission of thesis proposal"
"25199   ","252799","Approved thesis proposal or concurrent to submission of thesis proposal"
"3473    ","100589","FIFTH YEAR STANDING AND PASSED ALL THE REQUIRED COURSES OF EACH PROGRAM"
"6910    ","207306","207104 AND 207108 ;OR 207118 AND 207188 ;AND 206203 OR 206267 OR 206342"
"6913    ","207308","207104 AND 207108; OR 207118 AND 207188; AND 206203 OR 206267 OR 206342"
"910     ","011464","Fourth year standing or Consent of the Philosophy and Religion Division"
"18429   ","207308","207104 or 207188 or 207198; and 207108 or 207118; and 206112 or 206203"
"19054   ","011478","third year standing or consent of the Philosophy and Religion Division"
"21412   ","603797","Thesis proposal have been approved or concurrent with proposal propose"
"21413   ","603799","Thesis proposal have been approved or concurrent with proposal propose"
"24728   ","204456","204251 or 204271; and 206112; and 208150 or 208263 or 208264 or 208269"
"24750   ","207308","207104 or 207188 or 207198; and 207108 or 207118; and 206112 or 206203"
"25539   ","179442","176101 or 177103; and third year standing or consent of the department"
"3771    ","107797","Approved proposal or sent proposal thesis and enroll thesis course too"
"4072    ","118898","Approved proposal or sent proposal thesis and enroll thesis course too"
"4148    ","127303","THIRD YEAR STANDING AND 204101 OR 206191 OR 208100 OR 208271 OR 208101"
"4149    ","127303","THIRD YEAR STANDING AND 204101 OR 206191 OR 208100 OR 208271 OR 208101"
"6888    ","207203","207104, 207108 AND  CONCURRENT TO 206203; OR 207118, 207188 AND 206112"
"6895    ","207208","207108 OR 207118; AND 206104 OR 206112; AND 207104 OR 207188 OR 207198"
"6912    ","207308","207104 OR 207188 OR 207198; AND 207108 OR 207118; AND 206112 OR 206203"
"893     ","011364","Third year standing or Consent of the Philosophy and Religion Division"
"900     ","011374","Third Year standing or Consent of the Philosophy and Religion Division"
"915     ","011478","Third Year standing or Consent of the Philosophy and Religion Division"
"10303   ","303231","202185 and 203152 and 203158; For Associated Medical Science Students"
"11547   ","328747","328731, 328732, 328733, 328734,328735, 328736, 328737, 328738, 328741"
"24381   ","211412","211311 and 211317; or 211315 and 211319; or consent of the department"
"24382   ","211445","211311 and 211317; or 211315 and 211319; or consent of the department"
"25073   ","203352","203111 and 203115; or 203104 and 203108; or consent of the department"
"6271    ","204382","204211 OR 204214 OR 204215 OR 204216 OR 204217 OR 204219 ; AND 206203"
"6273    ","204383","204211 OR 204214 OR 204215 OR 204216 OR 204217 OR 204219 ; AND 206203"
"10359   ","303799","APPROVED THESIS PROPOSAL OR CONCURRENT TO SUBMITTING THESIS PROPOSAL"
"12995   ","411281","202182; 203152 AND 203158 OR 203153 AND 203159; CONCURRENT TO 411291"
"20708   ","365321","202112 or 202147; or 363210 and 400211; or consent of the department"
"20710   ","365426","202112 or 202147; or 363210 and 400211; or consent of the department"
"22893   ","204423","204222 or 204320 or 204321 or 229323; and 208150 or 208263 or 208264"
"23070   ","004799","Approved proposal or concurrent to the submission of thesis proposal"
"23288   ","510419","Fourth year Medical Technology students or consent of the department"
"23290   ","510451","Fourth year Medical Technology students or consent of the department"
"23291   ","510452","Fourth year Medical Technology students or consent of the department"
"24139   ","023798","Approval proposal or concurrent to the submission of thesis proposal"
"24140   ","023799","Approval proposal or concurrent to the submission of thesis proposal"
"2822    ","065780","First year of graduate level standing or consent from the department"
"93      ","001321","001202 or 001204 or 001205 or 001206 or 001292; and 001112 or 001210"
"21179   ","601353","601231 and 601242; or 606231 and 606244; or consent of the division"
"3687    ","105595","COMPLETE EVERY COURSE IN STUDY PROGRAM OR CONSENT OF THE DEPARTMENT"
"540     ","006460","FOURTH YEAR STANDING AND CONSENT OF THE INSTRUCTOR; FOR MAJORS ONLY"
"7478    ","211311","203204 OR 203206, EXCEPT FOR HONORS STUDENTS : CONCURRENT TO 203203"
"18245   ","107599","Complete all courses in study program or consent of the department"
"18481   ","204251","204113 or 204211 or 204214 or 204215 or 204216 or 204217 or 204219"
"21360   ","229323","204113 or 204214 or 204215 or 204216 or 204217 or 204219 or 229223"
"21598   ","204251","204113 or 204214 or 204215 or 204216 or 204217 or 204219 or 229223"
"21611   ","204335","204113 or 204214 or 204215 or 204216 or 204217 or 204219 or 229223"
"24696   ","204251","204113 or 204214 or 204215 or 204216 or 204217 or 204219 or 229223"
"25383   ","204333","204211 or 204212 or 204214 or 204215 or 204216 or 204217 or 204219"
"4147    ","127303","THIRD YEAR STANDING MAJOR AND 204101 OR 206191 OR 208100 OR 208271"
"5720    ","202100","FOR HUMANITIES, SOCIAL SCIENCES, EDUCATION AND FINE ARTS STUDENTS."
"5936    ","203100","FOR HUMANITIES, SOCIAL SCIENCES, EDUCATION AND FINE ARTS STUDENTS."
"6789    ","207100","FOR HUMANITIES, SOCIAL SCIENCES, EDUCATION AND FINE ARTS STUDENTS."
"7257    ","209371","203104 AND 203108 ; OR 203113 AND 203117 ; AND THIRD YEAR STANDING"
"7258    ","209372","203104 and 203108 ; or 203113 and 203117 ; and third year standing"
"24413   ","209405","203103 or 203111 or 203114 or 203162 or consent of the department"
"24599   ","208263","None; for students in sciences and technology and health sciences"
"25053   ","215438","215205 and 215206; or 215207 and 215208; and concurrent to 215437"
"11137   ","321223","second year standing or first year standing for two year-program"
"22294   ","212711","GEOL 382 (205382) or consent of program administrative committee"
"22475   ","321223","Second year standing or first year standing for two year-program"
"24837   ","205232","205103; Enrollments are not permitted for geology major students"
"6413    ","205232","205103; Enrollments are not permitted for geology major students"
"6434    ","205363","205232; Enrollments are not permitted for geology major students"
"7334    ","209768","203202 and 203312 or consent of the instructor (for plan B only)"
"8778    ","254381","(206104 or 206112) and (207106 and 207116) or (207104 or 207111)"
"8779    ","254381","(206104 or 206112) and (207106 and 207116) or (207104 or 207111)"
"9423    ","258301","203104 AND 203108; OR 203113 AND 203117; AND THIRD YEAR STANDING"
"9425    ","258302","203104 AND 203108; OR 203113 AND 203117; AND THIRD YEAR STANDING"
"15072   ","558492","Fourth year standing or second year standing (two year program)"
"15230   ","562491","fourth year standing or second year standing (two year program)"
"15541   ","601471","208263, 351320 AND 601343; OR 601346 AND 601347, 208263, 351320"
"17541   ","908793","Approved proposal or concurrent with independent study proposal"
"19744   ","601463","fourth year standing; Food Science and Technology students only"
"19745   ","601464","fourth year standing; Food Science and Technology students only"
"22721   ","566898","Approved thesis proposal or concurrent to dissertation proposal"
"22722   ","566899","Approved thesis proposal or concurrent to dissertation proposal"
"3372    ","088798","APPROVED PROPOSAL OR CONCURRENT WITH INDEPENDENT STUDY PROPOSAL"
"3407    ","091798","Approved proposal or concurrent with independent study proposal"
"4174    ","127400","FOURTH YEAR STUDENT OR LAST SEMESTER POLITICAL SCIENCES STUDENT"
"6132    ","203727","203322 or 203324 or consent of the instructor (for plan B only)"
"7511    ","211447","211311 AND 211317; OR 211315 AND 211319; FOR NON MAJOR STUDENTS"
"10409   ","305202","013103; FOR OCCUPATIONAL THERAPY AND PHYSICAL THERAPY STUDENTS"
"10952   ","318351","301252, 301253, 303252 AND 321251 OR CONSENT OF THE DEPARTMENT"
"13711   ","461525","461201 and 461252; or 461102 and 461255; or; 463251 and 463402"
"16815   ","705492","705326; or 705328 and 705329; and 705331 and 705332 and 705311"
"16818   ","705499","705326; or 705328 and 705329; and 705331 and 705332 and 705311"
"18814   ","215471","203204 and 203208; or 203206 and 203209; and 215205 and 215206"
"21392   ","558798","Approved thesis proposal or concurrent to Independent proposal"
"22150   ","206798","Approved proposal or concurrent to independent study proposal."
"22709   ","907799","Approved proposal or concurrent to independent study proposal."
"23168   ","909798","Approved proposal or concurrent to independent study proposal."
"23807   ","202446","202342 or consent of the instructor for graduate students only"
"23896   ","959798","Approved proposal or concurrent to Independent study proposal."
"24002   ","210474","third year standing; for Materials Science or Physics Students"
"24744   ","207203","206112 or concurrent to 206203; and 207104 or 207188 or 207198"
"24850   ","205382","third year standing and 205103; and 207104 or 207186 or 207188"
"25024   ","202446","202342 or consent of the department for graduate students only"
"25054   ","215441","203206 and 203209; and 215205 and 215206; or 215207 and 215208"
"5794    ","202446","202342 or consent of the instructor for graduate students only"
"6889    ","207203","206112 OR CONCURRENT TO 206203; AND 207104 OR 207188 OR 207198"
"7170    ","208497","fourth year standing and 208492, and consent of the department"
"8062    ","251371","251372 OR CONCURRENT TO 251372; AND 205275, 251261, AND 251311"
"8648    ","253726","253721 or 253728 or concurrent to or consent of the instructor"
"9318    ","256384","256381 and concurrent to 256383 (or consent of the department)"
"10077   ","263798","APPROVED PROPOSAL OR CONCURRENT TO INDEPENDENT STUDY PROPOSAL"
"10301   ","303221","202185 AND 203206 AND 203209; OR 202108 AND 203112 AND 203118"
"10437   ","305798","Approved proposal or concurrent to Independent study proposal"
"10438   ","305798","Approved proposal or concurrent to Independent study proposal"
"10851   ","316798","Approved proposal or concurrent to independent study proposal"
"11409   ","324798","Approved proposal or concurrent to Independent study proposal"
"11464   ","324998","Approved proposal or concurrent to independent study proposal"
"11510   ","327798","Approved proposal or concurrent to Independent study proposal"
"12057   ","356798","Approved proposal or concurrent to Independent study proposal"
"12446   ","362426","361201 OR 361210 OR 361211 OR 361212 OR CONSENT OF DEPARTMENT"
"12447   ","362427","361201 OR 361210 OR 361211 OR 361212 OR CONSENT OF DEPARTMENT"
"12448   ","362428","361201 OR 361210 OR 361211 OR 361212 OR CONSENT OF DEPARTMENT"
"14349   ","510413","501305 and 502313 and 504304 and 506301 and 508304 and 512301"
"14352   ","510416","501305 and 502313 and 504305 and 506303 and 508304 and 512304"
"14567   ","513798","Approved proposal or concurrent to independent study proposal"
"14568   ","513798","Approved proposal or concurrent to independent study proposal"
"15403   ","569798","Approved proposal or concurrent to Independent Study Proposal"
"15462   ","601321","215201 OR 602122; AND 203204 AND 203208; OR 203206 AND 203209"
"1628    ","029798","Approved proposal or concurrent to Independent Study proposal"
"16576   ","702798","Approved proposal or concurrent to Independent Study proposal"
"17267   ","801798","Approved proposal or concurrent to independent study proposal"
"17419   ","851798","Approved proposal or concurrent to Independent study proposal"
"17467   ","903798","Approved proposal or concurrent to independent study proposal"
"17862   ","953798","Approved proposal or concurrent to Independent study proposal"
"18355   ","215433","215205 and 215206; or 215207 and 215208; and 215431 or 202231"
"18359   ","227798","Approved proposal or concurrent to independent study proposal"
"18560   ","256384","256381 and concurrent to 256383; or consent of the department"
"18651   ","205344","205237 and 205238 and 205244; or 205235 and 205244 and 205337"
"20735   ","701798","Approved proposal or concurrent to Independent study proposal"
"21202   ","159798","Approved proposal or concurrent to independent study proposal"
"21260   ","128798","Approved proposal or concurrent to independent study proposal"
"21310   ","513798","Approved proposal or concurrent to independent study proposal"
"21325   ","265798","Approved proposal or concurrent to Independent study proposal"
"21352   ","255798","Approved proposal or concurrent to Independent study proposal"
"21559   ","204798","Approved proposal or concurrent to independent study proposal"
"21645   ","311799","Approved proposal or concurrent to thesis proposal submission"
"21746   ","888798","Approved proposal or concurrent to independent study proposal"
"21779   ","033798","Approved proposal or concurrent to Independent study proposal"
"21793   ","702798","Approved proposal or concurrent to Independent Study proposal"
"21967   ","264797","Approved proposal or concurrent to independent study proposal"
"21968   ","264799","Approved proposal or concurrent to independent study proposal"
"22124   ","268798","Approved proposal or concurrent to Independent study proposal"
"22152   ","216798","Approved proposal or concurrent to Independent study proposal"
"22256   ","950798","Approved proposal or concurrent to Independent Study proposal"
"22606   ","701454","703243 and fourth year standing; or consent of the department"
"22708   ","907798","Approved proposal or concurrent to independent study proposal"
"23235   ","751798","Approved proposal or concurrent to independent study proposal"
"23237   ","905798","Approved proposal of concurrent with master?s thesis proposal"
"23484   ","466409","465323 and 466302; and 466304 or 466407; and 465355 or 465456"
"23858   ","029798","Approved proposal or concurrent to Independent Study proposal"
"23915   ","461532","461342 and 461433; or 461344 and 461435; or 463331 and 463342"
"24081   ","903798","Approved proposal or concurrent to independent study proposal"
"24261   ","208497","fourth year standing and 208492 and consent of the department"
"24271   ","063799","Approved proposal or concurrent to independent study proposal"
"24348   ","261797","Approved proposal or concurrent to independent study proposal"
"24846   ","205344","205235 and 205244 and 205337; or 205235 and 205246 and 205337"
"24875   ","214341","202102 and 203204 and 203208; or 202102 and 203206 and 203209"
"24898   ","209201","203104 and 203108; or 203113 and 203117; and 206112 or 206116"
"25050   ","215433","215205 and 215206; or 215207 and 215208; and 215431 or 202231"
"25082   ","203471","203324 or consent of the department; and concurrent to 203477"
"25083   ","203474","203324 or consent of the department; and concurrent to 203478"
"25382   ","206495","fourth year standing and 206492 and consent of the department"
"5179    ","159798","Approved proposal or concurrent to independent study proposal"
"7218    ","209201","203104 AND 203108; OR 203113 AND 203117; AND 206104 OR 206112"
"7390    ","210374","Third year standing; For Physics or Materials Science Student"
